,train/loss,train/loss_step,lr-AdamW,train/loss_epoch,nfe,integ_error,val/rfm_loss,val/rfm_loss_epoch,val/loss,val/loss_epoch,val/loss_best,test/loss,test_vec/rfm_loss,test_vec/alignment,test_vec/finite_fraction,test_vec/norm_mean,test_vec/norm_max,test_vec/norm_std,test_vec/norm_p95,test_vec/tangency_violation_abs,test_vec/tangency_violation_rel,test_sample/sinkhorn_knopp,test_sample/tangent_sinkhorn_knopp,test_sample/tangent_to_geodesic_sinkhorn_ratio,test_sample/epsilon_coverage,test_sample/epsilon_precision,test_sample/frechet_variance_pred,test_sample/frechet_variance_target,test_sample/frechet_variance_ratio,test_sample/dispersion_predicted,test_sample/dispersion_target,test_sample/dispersion_ratio,test_sample/volume_scaling_mean_pred,test_sample/volume_scaling_mean_target,test_sample/volume_scaling_variance_pred,test_sample/volume_scaling_variance_target,test_sample/volume_scaling_gap_target_minus_pred,test_sample/volume_scaling_mean_start,test_sample/volume_scaling_variance_start,test_sample/volume_scaling_gap_start_target,test_sample/finite_fraction,test_sample/geodesic_dist,manifold,curvature,dim,x0_dist,x1_dist,n_samples,std_x0,std_x1,mean_x0,mean_x1,radius_x1,weights,origin,normalize_tangent_distributions
2026.05.21__182255,0.0002011326141655445,0.0001925393589772284,9.343546844320372e-05,0.0002011326141655445,85.0,4.599429666996002e-05,0.00020246670464985073,0.00020246670464985073,-1592.03271484375,-1592.03271484375,-1607.02880859375,-1601.490478515625,0.1389026790857315,0.0,1.0,0.3562087416648865,0.6683773994445801,0.10950622707605362,0.5182438492774963,1.0000001111620804e-06,3.3211106256203493e-06,0.23540745675563812,1.1992533206939697,5.0943732261657715,0.4620000123977661,0.3631666600704193,0.11459165811538696,0.14225135743618011,0.8055575489997864,0.40571171045303345,0.41408246755599976,0.9797847270965576,0.0,0.0,0.0,0.0,0.0,1.4798480151512194e-05,1.313749521614227e-06,-1.4798480151512194e-05,1.0,0.41263529658317566,sphere,10,513,gaussian,gaussian-ring,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False
2026.05.21__182330,50.056846618652344,42.087921142578125,9.969891107175499e-05,50.056846618652344,140.5,0.0,,,,,,-2.6234123706817627,598.4511108398438,0.0,1.0,9.39510440826416,278.4671936035156,22.501489639282227,49.94865798950195,1.0000001111620804e-06,2.9620919121953193e-06,2.90669846534729,2.4491846561431885,0.8426001667976379,0.9591666460037231,0.03583333268761635,2.895439863204956,2.828155040740967,1.0237911939620972,3.141383409500122,3.130232095718384,1.0035624504089355,3.460544336393278e+23,1.1401897203738795e+24,inf,inf,7.941352867345518e+23,4.2605994652264196e+20,inf,1.1397636438203333e+24,1.0,3.318711519241333,poincare,10,16,gaussian,gaussian-ring,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",8,,,False
2026.05.21__182338,49.15138244628906,47.417083740234375,9.974040585802868e-05,49.15138244628906,140.5,0.0,,,,,,-3.00656795501709,584.3882446289062,0.0,1.0,9.248805046081543,273.25592041015625,22.28390121459961,48.19011306762695,1.0000001111620804e-06,3.127130412394763e-06,2.8582377433776855,2.457740545272827,0.8598796129226685,0.9926666617393494,0.03466666489839554,2.884559154510498,2.829352617263794,1.0195120573043823,3.134918212890625,3.1309571266174316,1.001265287399292,3.307046168709773e+23,1.1401902968346318e+24,inf,inf,8.094856439348575e+23,2.5347720613501442e+20,inf,1.1399367982188064e+24,1.0,3.31728458404541,poincare,10,16,gaussian,gaussian-ring,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",8,,,False
2026.05.21__182353,0.00020167177717667073,0.0002082202408928424,9.400689305039123e-05,0.00020167177717667073,83.0,1.584552228450775e-05,0.00020245034829713404,0.00020245034829713404,-1602.8018798828125,-1602.8018798828125,-1627.1392822265625,-1629.35595703125,0.13048231601715088,0.0,1.0,0.3461584746837616,0.6316422820091248,0.10306566208600998,0.5068536996841431,1.0000001111620804e-06,3.381097940291511e-06,0.2436867207288742,1.2229260206222534,5.018435001373291,0.4595000147819519,0.3583333194255829,0.11586958169937134,0.14506113529205322,0.7987637519836426,0.40783554315567017,0.4168352484703064,0.9784095287322998,0.0,0.0,0.0,0.0,0.0,7.660873961867765e-05,2.8966138415853493e-05,-7.660873961867765e-05,1.0,0.4146609604358673,poincare,10,64,gaussian,gaussian-ring,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False
2026.05.21__182357,26.477039337158203,23.574405670166016,9.981419862015173e-05,26.477039337158203,121.0,0.0,,,,,,-19.343847274780273,1221.364013671875,0.0,1.0,13.800111770629883,270.177490234375,32.04460906982422,77.05921936035156,1.0000001111620804e-06,8.2401093095541e-06,2.492302656173706,3.700078010559082,1.4846022129058838,0.0,0.0,3.640324831008911,2.7575337886810303,1.320137858390808,3.5912816524505615,3.0924012660980225,1.1613245010375977,inf,inf,,,,inf,,,1.0,3.6273443698883057,poincare,10,64,gaussian,gaussian-ring,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False
2026.05.21__182419,26.610408782958984,21.356266021728516,9.98756950139068e-05,26.610408782958984,120.5,0.0,,,,,,-19.09238624572754,1167.060546875,0.0,1.0,13.594971656799316,265.1421203613281,31.317827224731445,74.5110855102539,1.0000001111620804e-06,5.006930678064236e-06,2.5791525840759277,3.6977345943450928,1.433701515197754,0.0,0.0,3.660569429397583,2.7562057971954346,1.328118920326233,3.602325439453125,3.0910391807556152,1.1654092073440552,inf,inf,,,,inf,,,1.0,3.630708932876587,poincare,10,64,gaussian,gaussian-ring,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False
2026.05.21__182426,0.00020019439398311079,0.00018756657664198428,9.400689305039123e-05,0.00020019439398311079,84.5,2.1709749489673413e-05,0.00019617762882262468,0.00019617762882262468,-1592.077880859375,-1592.077880859375,-1617.6527099609375,-1598.490966796875,0.1391742080450058,0.0,1.0,0.35556724667549133,0.6582393646240234,0.11265386641025543,0.5196296572685242,1.0000001111620804e-06,3.3512258141854545e-06,0.24160344898700714,1.2122845649719238,5.017662048339844,0.4571666717529297,0.3636666536331177,0.11059737205505371,0.14546158909797668,0.7603201270103455,0.4017951786518097,0.41793903708457947,0.9613726139068604,0.0,0.0,0.0,0.0,0.0,2.176572344581018e-08,2.8377289667397276e-12,-2.176572344581018e-08,1.0,0.4137442111968994,sphere,10,513,gaussian,gaussian-ring,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False
2026.05.21__182434,0.00017922020924743265,0.0001782173931133002,9.541044710204005e-05,0.00017922020924743265,75.5,1.1009474292222876e-05,0.0001902862568385899,0.0001902862568385899,-1680.47119140625,-1680.47119140625,-1680.47119140625,-1659.066650390625,0.14790679514408112,0.0,1.0,0.37127330899238586,0.7194775938987732,0.10019125044345856,0.5244382619857788,1.0000001111620804e-06,3.0673791115987115e-06,0.20122414827346802,0.9920098185539246,4.929874420166016,0.4893333315849304,0.4505000114440918,0.07806813716888428,0.09095098823308945,0.8583539128303528,0.3434985876083374,0.3495379090309143,0.9827219843864441,0.0,0.0,0.0,0.0,0.0,1.4798480151512194e-05,1.313749521614227e-06,-1.4798480151512194e-05,1.0,0.3481740653514862,sphere,10,513,gaussian,gaussian-ring,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",4,,,False
2026.05.21__182442,0.00017935424693860114,0.00019376467389520258,9.437429253011942e-05,0.00017935424693860114,81.0,3.2680731237633154e-05,0.00018168608949054033,0.00018168608949054033,-1696.9478759765625,-1696.9478759765625,-1696.9478759765625,-1680.5765380859375,0.15444466471672058,0.0,1.0,0.3767281472682953,0.5938531756401062,0.11176656186580658,0.5267133712768555,1.0000001111620804e-06,3.154696969431825e-06,0.21839118003845215,1.1392152309417725,5.216397762298584,0.4891666769981384,0.2828333377838135,0.09866385906934738,0.0919068232178688,1.073520541191101,0.3880135416984558,0.3504656255245209,1.1071372032165527,2.7046398433346584e-36,0.0,0.0,0.0,-2.7046398433346584e-36,7.660873961867765e-05,2.8966138415853493e-05,-7.660873961867765e-05,1.0,0.3720729649066925,sphere,10,513,gaussian,gaussian-ring,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",4,,,False
2026.05.21__182521,26.52243995666504,24.526912689208984,9.969891107175499e-05,26.52243995666504,134.0,0.0,,,,,,-21.512855529785156,1376.263916015625,0.0,1.0,14.4981689453125,280.1072082519531,34.123966217041016,82.12996673583984,1.0000001111620804e-06,3.376962695256225e-06,3.3078629970550537,3.6649208068847656,1.1079421043395996,0.2916666567325592,0.00016666666488163173,3.54600191116333,2.8006110191345215,1.2661529779434204,3.5355241298675537,3.124932289123535,1.131392240524292,inf,inf,,,,inf,,,1.0,3.6126341819763184,poincare,10,64,gaussian,gaussian-ring,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",4,,,False
2026.05.21__182523,26.47413444519043,25.80218505859375,9.974040585802868e-05,26.47413444519043,118.0,0.0,,,,,,-20.502769470214844,1308.3681640625,0.0,1.0,14.072615623474121,270.0482482910156,33.25281524658203,79.93583679199219,1.0000001111620804e-06,8.641201930004172e-06,3.4771740436553955,3.6887927055358887,1.0608593225479126,0.0,0.0,3.5833189487457275,2.7989161014556885,1.2802523374557495,3.5584957599639893,3.123910903930664,1.1391156911849976,inf,inf,,,,inf,,,1.0,3.6254072189331055,poincare,10,64,gaussian,gaussian-ring,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",4,,,False
2026.05.21__182545,27.004650115966797,22.363174438476562,9.98756950139068e-05,27.004650115966797,113.5,0.0,,,,,,-19.262935638427734,1190.172119140625,0.0,1.0,13.71707820892334,258.916748046875,31.62373924255371,75.0881576538086,1.0000001111620804e-06,5.925118784944061e-06,3.6008310317993164,3.7103281021118164,1.0304088592529297,0.0,0.0,3.6513547897338867,2.8013410568237305,1.3034310340881348,3.5971686840057373,3.1253652572631836,1.1509594917297363,inf,inf,,,,inf,,,1.0,3.6450424194335938,poincare,10,64,gaussian,gaussian-ring,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",4,,,False
2026.05.21__182548,26.612958908081055,24.728525161743164,9.969891107175499e-05,26.612958908081055,135.5,0.0,,,,,,-21.478591918945312,1372.7252197265625,0.0,1.0,14.468100547790527,279.16290283203125,34.07134246826172,81.88545989990234,1.0000001111620804e-06,3.4350489386270056e-06,3.3184304237365723,3.666090250015259,1.1047663688659668,0.056333333253860474,0.00016666666488163173,3.5480618476867676,2.8006155490875244,1.2668864727020264,3.5367965698242188,3.124929666519165,1.1318004131317139,inf,inf,,,,inf,,,1.0,3.6133549213409424,poincare,10,64,gaussian,gaussian-ring,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",8,,,False
2026.05.21__182611,26.157371520996094,19.731407165527344,9.95022855931893e-05,26.157371520996094,138.5,0.0,,,,,,-22.43688201904297,1295.064453125,0.0,1.0,13.986673355102539,278.4938659667969,33.09706497192383,79.41898345947266,1.0000001111620804e-06,2.6282405087840743e-06,3.243093490600586,3.656078338623047,1.1273428201675415,1.0,0.0004999999655410647,3.5159170627593994,2.7989161014556885,1.2561709880828857,3.5174543857574463,3.123918294906616,1.1259751319885254,inf,inf,,,,inf,,,1.0,3.603391170501709,poincare,10,64,gaussian,gaussian-ring,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",8,,,False
2026.05.21__182709,0.0001795903517631814,0.0001807111402740702,9.573353599989787e-05,0.0001795903517631814,72.5,2.242003938590642e-05,0.0001908372505567968,0.0001908372505567968,-1687.7984619140625,-1687.7984619140625,-1687.79833984375,-1690.7923583984375,0.15050235390663147,0.0,1.0,0.3741826117038727,0.6873879432678223,0.10227339714765549,0.5311040282249451,1.0000001111620804e-06,3.06702190755459e-06,0.19165334105491638,0.9362593293190002,4.885171413421631,0.48883333802223206,0.515333354473114,0.06579019129276276,0.09097147732973099,0.7231957912445068,0.3163115680217743,0.34854191541671753,0.9075281023979187,0.0,0.0,0.0,0.0,0.0,2.176572344581018e-08,2.8377289667397276e-12,-2.176572344581018e-08,1.0,0.33544206619262695,sphere,10,513,gaussian,gaussian-ring,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",4,,,False
2026.05.21__182715,26.99652099609375,22.07941436767578,9.98756950139068e-05,26.99652099609375,112.0,0.0,,,,,,-19.266084671020508,1190.2391357421875,0.0,1.0,13.721887588500977,258.9454040527344,31.639570236206055,75.2092056274414,1.0000001111620804e-06,5.954298103461042e-06,3.6005616188049316,3.710205316543579,1.0304518938064575,0.0,0.0,3.651093006134033,2.8013415336608887,1.3033373355865479,3.597019910812378,3.125373601913452,1.1509087085723877,inf,inf,,,,inf,,,1.0,3.6449804306030273,poincare,10,64,gaussian,gaussian-ring,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",8,,,False
2026.05.21__182718,6.501940727233887,6.478379249572754,9.98756950139068e-05,6.501940727233887,120.0,0.0,,,,,,-69.68119049072266,1279.0098876953125,0.0,1.0,13.65360164642334,272.5678405761719,33.004329681396484,76.53160095214844,1.0000001111620804e-06,9.830412636802066e-06,2.6008596420288086,3.8633124828338623,1.485398292541504,0.0,0.0,3.8051769733428955,2.7476789951324463,1.3848695755004883,3.681771755218506,3.088768482208252,1.1919869184494019,inf,inf,,,,inf,,,1.0,3.674926996231079,poincare,10,256,gaussian,gaussian-ring,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False
2026.05.21__182738,6.480123996734619,7.260133743286133,9.981419862015173e-05,6.480123996734619,115.5,0.0,,,,,,-69.83892059326172,1232.6546630859375,0.0,1.0,13.306812286376953,280.15478515625,32.39131164550781,75.09285736083984,1.0000001111620804e-06,1.2284565855225082e-05,2.588251829147339,3.861325740814209,1.4918663501739502,0.0,0.0,3.802307605743408,2.7437617778778076,1.3858009576797485,3.6802797317504883,3.0846784114837646,1.1930837631225586,inf,inf,,,,inf,,,1.0,3.6718204021453857,poincare,10,256,gaussian,gaussian-ring,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False
2026.05.21__182746,6.569483757019043,6.955618858337402,9.981419862015173e-05,6.569483757019043,121.0,0.0,,,,,,-69.85199737548828,1197.3548583984375,0.0,1.0,13.145544052124023,270.3099670410156,31.98379898071289,72.89945983886719,1.0000001111620804e-06,1.1757052561733872e-05,2.630267381668091,3.8623697757720947,1.4684324264526367,0.0,0.0,3.803837299346924,2.749685525894165,1.3833717107772827,3.6810715198516846,3.090151786804199,1.1912269592285156,inf,inf,,,,inf,,,1.0,3.6747069358825684,poincare,10,256,gaussian,gaussian-ring,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False
2026.05.21__182808,6.566591262817383,6.017335891723633,9.98756950139068e-05,6.566591262817383,123.0,0.0,,,,,,-69.96025848388672,1325.301513671875,0.0,1.0,13.8432035446167,269.78857421875,33.611480712890625,77.87651824951172,1.0000001111620804e-06,1.1281537808827125e-05,3.6875460147857666,3.8764564990997314,1.0512293577194214,0.0,0.0,3.798050880432129,2.793128252029419,1.3597838878631592,3.6780595779418945,3.122913360595703,1.1777654886245728,inf,inf,,,,inf,,,1.0,3.6899309158325195,poincare,10,256,gaussian,gaussian-ring,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",4,,,False
2026.05.21__182811,0.00017921769176609814,0.00017821807705331594,9.541044710204005e-05,0.00017921769176609814,75.0,1.0922551155090332e-05,0.00019028021779377013,0.00019028021779377013,-1680.5155029296875,-1680.5155029296875,-1680.515380859375,-1659.0743408203125,0.14790461957454681,0.0,1.0,0.3712725341320038,0.7195541262626648,0.1001836359500885,0.5243762135505676,1.0000001111620804e-06,3.067167426706874e-06,0.20122526586055756,0.9920647144317627,4.930120468139648,0.49016666412353516,0.4506666660308838,0.07807271927595139,0.0909581333398819,0.8583369255065918,0.34350964426994324,0.3495456278324127,0.9827319979667664,0.0,0.0,0.0,0.0,0.0,1.4798480151512194e-05,1.313749521614227e-06,-1.4798480151512194e-05,1.0,0.3481820523738861,sphere,10,513,gaussian,gaussian-ring,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",8,,,False
2026.05.21__182833,0.00017935690993908793,0.00019376772979740053,9.437429253011942e-05,0.00017935690993908793,79.5,3.537287193466909e-05,0.00018168827227782458,0.00018168827227782458,-1696.980712890625,-1696.980712890625,-1696.980712890625,-1680.5142822265625,0.15444543957710266,0.0,1.0,0.37673094868659973,0.5939149856567383,0.111760713160038,0.5266686081886292,1.0000001111620804e-06,3.1543472687189933e-06,0.21839268505573273,1.1391868591308594,5.2162322998046875,0.4891666769981384,0.2828333377838135,0.09865667670965195,0.0919085368514061,1.0734223127365112,0.3880031704902649,0.3504669964313507,1.1071033477783203,2.7530755341774545e-36,0.0,0.0,0.0,-2.7530755341774545e-36,7.660873961867765e-05,2.8966138415853493e-05,-7.660873961867765e-05,1.0,0.3720678985118866,sphere,10,513,gaussian,gaussian-ring,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",8,,,False
2026.05.21__182835,0.00017958473472390324,0.00018070783698931336,9.573353599989787e-05,0.00017958473472390324,73.0,2.2567188352695666e-05,0.0001908390549942851,0.0001908390549942851,-1687.977294921875,-1687.977294921875,-1687.977294921875,-1690.9415283203125,0.15051588416099548,0.0,1.0,0.37419915199279785,0.6874625086784363,0.10227885842323303,0.5310440063476562,1.0000001111620804e-06,3.0668313684145687e-06,0.1916043758392334,0.9361261129379272,4.8857245445251465,0.48899999260902405,0.51583331823349,0.06576405465602875,0.09096869826316833,0.7229306101799011,0.3162476122379303,0.34853360056877136,0.907366156578064,0.0,0.0,0.0,0.0,0.0,2.176572344581018e-08,2.8377289667397276e-12,-2.176572344581018e-08,1.0,0.3354024887084961,sphere,10,513,gaussian,gaussian-ring,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",8,,,False
2026.05.21__182902,6.635556221008301,7.156022071838379,9.981419862015173e-05,6.635556221008301,121.5,0.0,,,,,,-70.18315124511719,1248.1591796875,0.0,1.0,13.368813514709473,270.4658508300781,32.61978530883789,75.63040161132812,1.0000001111620804e-06,1.2438421435945202e-05,3.6855456829071045,3.8749189376831055,1.0513826608657837,0.0,0.0,3.7924652099609375,2.7933080196380615,1.357696771621704,3.6751372814178467,3.1230218410491943,1.1767888069152832,inf,inf,,,,inf,,,1.0,3.6881210803985596,poincare,10,256,gaussian,gaussian-ring,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",4,,,False
2026.05.21__182955,6.653536796569824,7.494411468505859,9.981419862015173e-05,6.653536796569824,121.0,0.0,,,,,,-70.21746826171875,1223.5509033203125,0.0,1.0,13.247077941894531,270.7740783691406,32.34440994262695,73.95684051513672,1.0000001111620804e-06,1.270187658519717e-05,3.6852707862854004,3.872920513153076,1.0509188175201416,0.0,0.0,3.7930402755737305,2.792679786682129,1.358208179473877,3.6754343509674072,3.1226584911346436,1.1770209074020386,inf,inf,,,,inf,,,1.0,3.6878371238708496,poincare,10,256,gaussian,gaussian-ring,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",4,,,False
2026.05.21__183019,6.599318504333496,6.366462707519531,9.98756950139068e-05,6.599318504333496,123.5,0.0,,,,,,-69.96504974365234,1313.02685546875,0.0,1.0,13.796941757202148,269.8002624511719,33.458858489990234,77.62980651855469,1.0000001111620804e-06,1.1301527592877392e-05,3.6875295639038086,3.8764255046844482,1.0512256622314453,0.0,0.0,3.7979745864868164,2.7931222915649414,1.3597594499588013,3.678020477294922,3.1229214668273926,1.1777498722076416,inf,inf,,,,inf,,,1.0,3.689910888671875,poincare,10,256,gaussian,gaussian-ring,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",8,,,False
2026.05.21__183028,6.6538615226745605,7.459591388702393,9.981419862015173e-05,6.6538615226745605,122.0,0.0,,,,,,-70.18411254882812,1246.6273193359375,0.0,1.0,13.376550674438477,270.460693359375,32.57973861694336,76.01558685302734,1.0000001111620804e-06,1.2370237527647987e-05,3.6855251789093018,3.8749125003814697,1.051386833190918,0.0,0.0,3.7923920154571533,2.793306350708008,1.3576712608337402,3.675114631652832,3.123018980026245,1.1767827272415161,inf,inf,,,,inf,,,1.0,3.6881039142608643,poincare,10,256,gaussian,gaussian-ring,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",8,,,False
2026.05.21__183048,6.583836078643799,4.78222131729126,9.974040585802868e-05,6.583836078643799,118.0,0.0,,,,,,-70.33992004394531,1227.5235595703125,0.0,1.0,13.216999053955078,272.0500183105469,32.42030715942383,74.02730560302734,1.0000001111620804e-06,1.182641790364869e-05,3.6832149028778076,3.8700881004333496,1.050736427307129,0.0,0.0,3.7872369289398193,2.792672634124756,1.3561335802078247,3.6723947525024414,3.1226465702056885,1.1760519742965698,inf,inf,,,,inf,,,1.0,3.686157464981079,poincare,10,256,gaussian,gaussian-ring,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",8,,,False
2026.05.21__183205,3.2119925022125244,2.8415980339050293,9.99248877633363e-05,3.2119925022125244,118.5,0.0,,,,,,-138.7626190185547,1281.31201171875,0.0,1.0,13.564421653747559,271.61956787109375,33.092323303222656,76.15089416503906,1.0000001111620804e-06,7.732824997219723e-06,2.608942985534668,3.892683267593384,1.492053747177124,0.0,0.0,3.8310904502868652,2.7477571964263916,1.3942608833312988,3.6954922676086426,3.0892717838287354,1.1962339878082275,inf,inf,,,,inf,,,1.0,3.682582139968872,poincare,10,512,gaussian,gaussian-ring,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False
2026.05.21__183503,3.245387554168701,3.48009991645813,9.98756950139068e-05,3.245387554168701,119.5,0.0,,,,,,-138.97776794433594,1232.4581298828125,0.0,1.0,13.205613136291504,275.08477783203125,32.4542350769043,74.4332046508789,1.0000001111620804e-06,1.181375773740001e-05,2.6541333198547363,3.888885974884033,1.4652187824249268,0.0,0.0,3.8309595584869385,2.745011329650879,1.3956079483032227,3.6954121589660645,3.0865769386291504,1.1972525119781494,inf,inf,,,,inf,,,1.0,3.6808652877807617,poincare,10,512,gaussian,gaussian-ring,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False
2026.05.21__183541,3.236179828643799,2.832099437713623,9.99248877633363e-05,3.236179828643799,115.5,0.0,,,,,,-138.74440002441406,1205.3360595703125,0.0,1.0,13.151679992675781,273.166015625,32.10769271850586,72.89532470703125,1.0000001111620804e-06,7.478168299712706e-06,2.6911721229553223,3.8931682109832764,1.4466441869735718,0.0,0.0,3.8304338455200195,2.753913402557373,1.390905737876892,3.6951496601104736,3.0945041179656982,1.1941008567810059,inf,inf,,,,inf,,,1.0,3.6850905418395996,poincare,10,512,gaussian,gaussian-ring,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False
2026.05.21__183659,3.270534038543701,2.932326316833496,9.99248877633363e-05,3.270534038543701,110.5,0.0,,,,,,-138.98251342773438,1320.5916748046875,0.0,1.0,13.732941627502441,273.1337585449219,33.5927619934082,77.16133117675781,1.0000001111620804e-06,8.996898941404652e-06,3.6969125270843506,3.9065394401550293,1.0567033290863037,0.0,0.0,3.8272440433502197,2.7920429706573486,1.3707681894302368,3.6935107707977295,3.1226861476898193,1.182799220085144,inf,inf,,,,inf,,,1.0,3.698096990585327,poincare,10,512,gaussian,gaussian-ring,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",4,,,False
2026.05.21__183705,3.2697489261627197,3.379220485687256,9.98756950139068e-05,3.2697489261627197,112.5,0.0,,,,,,-139.2950439453125,1245.4532470703125,0.0,1.0,13.258654594421387,273.93548583984375,32.61332702636719,75.05593872070312,1.0000001111620804e-06,1.3687744285562076e-05,3.696246862411499,3.9031972885131836,1.055989384651184,0.0,0.0,3.82547926902771,2.7926321029663086,1.369847059249878,3.692595958709717,3.1230292320251465,1.1823763847351074,inf,inf,,,,inf,,,1.0,3.6974036693573,poincare,10,512,gaussian,gaussian-ring,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",4,,,False
2026.05.21__183714,3.2912395000457764,2.702598810195923,9.99248877633363e-05,3.2912395000457764,110.5,0.0,,,,,,-138.898681640625,1233.77880859375,0.0,1.0,13.288570404052734,272.89208984375,32.49104309082031,74.0750503540039,1.0000001111620804e-06,8.659352715767454e-06,3.696988821029663,3.9050357341766357,1.056274652481079,0.0,0.0,3.8276965618133545,2.791487693786621,1.3712031841278076,3.6937363147735596,3.122345447540283,1.1830005645751953,inf,inf,,,,inf,,,1.0,3.6981451511383057,poincare,10,512,gaussian,gaussian-ring,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",4,,,False
2026.05.21__183840,3.27018141746521,2.988560199737549,9.99248877633363e-05,3.27018141746521,113.5,0.0,,,,,,-138.97158813476562,1321.3646240234375,0.0,1.0,13.746010780334473,273.12841796875,33.593448638916016,77.3930435180664,1.0000001111620804e-06,8.929682735470124e-06,3.6969285011291504,3.9065754413604736,1.0567084550857544,0.0,0.0,3.827324867248535,2.7920429706573486,1.3707971572875977,3.693542242050171,3.1226816177368164,1.1828110218048096,inf,inf,,,,inf,,,1.0,3.6981136798858643,poincare,10,512,gaussian,gaussian-ring,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",8,,,False
2026.05.21__183916,3.2708487510681152,3.545262336730957,9.98756950139068e-05,3.2708487510681152,111.5,0.0,,,,,,-139.2941436767578,1246.1787109375,0.0,1.0,13.259411811828613,273.9469909667969,32.634063720703125,74.89713287353516,1.0000001111620804e-06,1.3702228898182511e-05,3.6962318420410156,3.9032108783721924,1.0559972524642944,0.0,0.0,3.825503349304199,2.7926321029663086,1.3698557615280151,3.6926045417785645,3.1230316162109375,1.1823781728744507,inf,inf,,,,inf,,,1.0,3.697373628616333,poincare,10,512,gaussian,gaussian-ring,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",8,,,False
2026.05.21__184035,3.2935938835144043,2.840689182281494,9.99248877633363e-05,3.2935938835144043,109.0,0.0,,,,,,-138.89990234375,1228.857177734375,0.0,1.0,13.262425422668457,272.93115234375,32.42807388305664,73.84309387207031,1.0000001111620804e-06,8.680953214934561e-06,3.696988821029663,3.9051060676574707,1.0562936067581177,0.0,0.0,3.8277597427368164,2.791487693786621,1.3712257146835327,3.69376277923584,3.1223409175872803,1.1830106973648071,inf,inf,,,,inf,,,1.0,3.6981592178344727,poincare,10,512,gaussian,gaussian-ring,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",8,,,False
